,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.5051,0.508,0.0769,0.0222,0.0345,0.0088,0.9239
0_1,0.6129,0.6207,0.3077,0.0769,0.1231,0.124,0.9226
0_2,0.6575,0.5898,0.2308,0.075,0.1132,0.1044,0.9361
0_3,0.5087,0.5912,0.2308,0.0789,0.1176,0.1086,0.9389
0_4,0.6185,0.63,0.3333,0.0702,0.1159,0.1232,0.917
0_5,0.6186,0.6355,0.3333,0.0816,0.1311,0.1377,0.9279
0_6,0.7503,0.7304,0.5385,0.1111,0.1842,0.217,0.9156
0_7,0.7806,0.6961,0.4615,0.1071,0.1739,0.1949,0.9224
0_8,0.8511,0.7415,0.5385,0.1489,0.2333,0.2603,0.9374
0_9,0.7537,0.6667,0.3846,0.119,0.1818,0.1893,0.9388
0_Mean,0.6657,0.641,0.3436,0.0891,0.1409,0.1468,0.9281
0_SD,0.1156,0.0708,0.1451,0.0344,0.0546,0.071,0.0091
Mean,0.6657,0.641,0.3436,0.0891,0.1409,0.1468,0.9281
SD,0.1156,0.0708,0.1452,0.0343,0.0546,0.071,0.0091
