,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7176,0.6605,0.3333,0.1,0.1538,0.1767,0.9851
0_1,0.9741,0.6578,0.3333,0.0714,0.1176,0.1472,0.9796
0_2,0.7185,0.8258,0.6667,0.1538,0.25,0.3152,0.9837
0_3,0.8536,0.4952,0.0,0.0,,-0.0063,0.9864
0_4,0.8559,0.748,0.5,0.4,0.4444,0.4439,0.9932
0_5,0.8992,0.6182,0.25,0.0909,0.1333,0.1432,0.9823
0_6,0.8487,0.7439,0.5,0.1818,0.2667,0.2955,0.9851
0_7,0.7218,0.6598,0.3333,0.0909,0.1429,0.1679,0.9837
0_8,0.8005,0.8306,0.6667,0.3333,0.4444,0.4685,0.9932
0_9,0.9968,0.9932,1.0,0.2308,0.375,0.4771,0.9864
0_Mean,0.8387,0.7233,0.4583,0.1653,0.2587,0.2629,0.9859
0_SD,0.101,0.1379,0.2757,0.1245,0.1336,0.1637,0.0044
Mean,0.8387,0.7233,0.4583,0.1653,0.2587,0.2629,0.9859
SD,0.101,0.1379,0.2757,0.1245,0.1335,0.1638,0.0044
