,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_p53_BLA_p4_ratio,768,0.5892204122340426,0.039222098542179895,0.10256410256410256,0.5485372340425532,0.08695652173913043,0.125,0.9720744680851063,2,731,21,14,43,1.0,1.0,0,0.5,0,0.0,1.0,0,42,0,1
