,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
NCCT_TPO_AUR_dn,49,0.7616666666666667,0.7322699066960071,0.7457627118644068,0.69,0.6470588235294118,0.88,0.5,22,12,12,3,7,0,0,0,0.42857142857142855,0.0,0,0.8571428571428571,0,6,1,0
NCCT_TPO_AUR_dn,49,0.7583333333333334,0.747225483399949,0.7241379310344828,0.6699999999999999,0.6363636363636364,0.84,0.5,21,12,12,4,7,0,0,0,0.42857142857142855,0.0,0,0.8571428571428571,0,6,1,0
