,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_p53_BLA_p5_ratio,793,0.6356981981981982,0.0887774032998215,0.09523809523809523,0.5286759974259974,0.2,0.0625,0.9948519948519948,1,773,4,15,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15,0,0
TOX21_p53_BLA_p5_ratio,793,0.6562902187902188,0.09239446743133226,0.10526315789473684,0.5299629987129988,0.3333333333333333,0.0625,0.9974259974259975,1,775,2,15,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,15,0,0
