,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_ERa_BLA_Antagonist_ratio,788,0.6526367187500001,0.06899156969133567,0.12903225806451613,0.544140625,0.18181818181818182,0.1,0.98828125,2,759,9,18,21,0.95,0.25,0.6666666666666666,0.975,0.5,1.0,0.95,1,19,1,0
