,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_ARE_BLA_agonist_ratio,702,0.706634267631103,0.20674094274577454,0.24,0.5795207956600361,0.225,0.2571428571428571,0.9018987341772152,18,570,62,52,24,0,0,0,0.5,0,0,1.0,0,24,0,0
