,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_GR_BLA_Agonist_ratio,784,0.9727626459143969,0.8362829807685268,0.8461538461538461,0.9217799062157039,0.8461538461538461,0.8461538461538461,0.9974059662775616,11,769,2,2,27,0,0,0,0.5,0,0,1.0,0,27,0,0
