,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_PPARg_BLA_antagonist_ratio,725,0.8440205627705628,0.17823010503621742,0.11764705882352941,0.5398065476190477,0.15384615384615385,0.09523809523809523,0.984375,2,693,11,19,7,0,0,0,0.5,0,0,1.0,0,7,0,0
TOX21_PPARg_BLA_antagonist_ratio,725,0.8456439393939393,0.206512923242722,0.16666666666666666,0.5629058441558441,0.2,0.14285714285714285,0.9829545454545454,3,692,12,18,7,0,0,0,0.5,0,0,1.0,0,7,0,0
