,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_AR_BLA_Agonist_ratio,766,0.8719718759987216,0.5225697703427199,0.611111111111111,0.7592201981463726,0.7333333333333333,0.5238095238095238,0.9946308724832215,11,741,4,10,45,0.826219512195122,0.7808479532163743,0.8571428571428571,0.875,1.0,0.75,1.0,3,41,0,1
TOX21_AR_BLA_Agonist_ratio,766,0.8629594119527005,0.47526294803785846,0.611111111111111,0.7592201981463726,0.7333333333333333,0.5238095238095238,0.9946308724832215,11,741,4,10,45,0.7835365853658536,0.7723684210526316,0.8571428571428571,0.875,1.0,0.75,1.0,3,41,0,1
