,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_HSE_BLA_agonist_ratio,730,0.7780470914127424,0.11099658275438293,0.26666666666666666,0.6215373961218836,0.2857142857142857,0.25,0.9930747922437673,2,717,5,6,3,0,0,0,0.5,0,0,1.0,0,3,0,0
TOX21_HSE_BLA_agonist_ratio,730,0.815443213296399,0.10838494519421847,0.26666666666666666,0.6215373961218836,0.2857142857142857,0.25,0.9930747922437673,2,717,5,6,3,0,0,0,0.5,0,0,1.0,0,3,0,0
