,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
NVS_ADME_hCYP2B6,8,0.625,0.65,0.28571428571428575,0.375,0.3333333333333333,0.25,0.5,1,2,2,3,6,1.0,1.0,0.888888888888889,0.75,0.8,1.0,0.5,4,1,1,0
NVS_ADME_hCYP2B6,8,0.6875,0.6916666666666667,0.5714285714285715,0.625,0.6666666666666666,0.5,0.75,2,3,1,2,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,2,0,0
