,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_TR_LUC_GH3_Agonist,775,0.7864853195164074,0.07427731254986236,0.3333333333333333,0.6653713298791019,0.3333333333333333,0.3333333333333333,0.9974093264248705,1,770,2,2,39,0,0,0,0.5,0,0,1.0,0,39,0,0
TOX21_TR_LUC_GH3_Agonist,775,0.9002590673575129,0.3532193606029731,0.5,0.6666666666666666,1.0,0.3333333333333333,1.0,1,772,0,2,39,0,0,0,0.5,0,0,1.0,0,39,0,0
