,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_AR_LUC_MDAKB2_Agonist,768,0.8029490616621985,0.5641389737859375,0.5641025641025642,0.7459785522788204,0.6470588235294118,0.5,0.9919571045576407,11,740,6,11,43,1.0,1.0,0.9473684210526316,0.9852941176470589,0.9,1.0,0.9705882352941176,9,33,1,0
