,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_VDR_BLA_antagonist_ratio,713,0.9389671361502347,0.07515096618357488,0,0.5,0,0.0,1.0,0,710,0,3,23,0,0,0,0.5,0,0,1.0,0,23,0,0
TOX21_VDR_BLA_antagonist_ratio,713,0.9004694835680751,0.06943450212760746,0,0.5,0,0.0,1.0,0,710,0,3,23,0,0,0,0.5,0,0,1.0,0,23,0,0
