,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_AhR_LUC_Agonist,781,0.8006925901201603,0.19142744218843802,0.21333333333333332,0.6016355140186915,0.18604651162790697,0.25,0.9532710280373832,8,714,35,24,28,0,0,0,0.5,0,0,1.0,0,28,0,0
TOX21_AhR_LUC_Agonist,781,0.819488484646195,0.207749526161058,0.21951219512195122,0.613255173564753,0.18,0.28125,0.945260347129506,9,708,41,23,28,0,0,0,0.5,0,0,1.0,0,28,0,0
