,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_p53_BLA_p1_ratio,770,0.8976973684210526,0.2380882759184518,0.30769230769230765,0.5993421052631579,0.6666666666666666,0.2,0.9986842105263158,2,759,1,8,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,41,0,0
TOX21_p53_BLA_p1_ratio,770,0.904407894736842,0.24698723911006157,0.30769230769230765,0.5993421052631579,0.6666666666666666,0.2,0.9986842105263158,2,759,1,8,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,41,0,0
