,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_PPARg_BLA_Agonist_ratio,769,0.8596186135763972,0.3293869495043812,0.28571428571428575,0.5902494603022308,0.6666666666666666,0.18181818181818182,0.9986807387862797,2,757,1,9,43,0,0,0,0.5,0,0,1.0,0,43,0,0
TOX21_PPARg_BLA_Agonist_ratio,769,0.8272367474214439,0.3205996705559378,0.3448275862068966,0.7186975293835453,0.2777777777777778,0.45454545454545453,0.9828496042216359,5,745,13,6,43,0,0,0,0.5,0,0,1.0,0,43,0,0
