,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
NVS_ADME_hCYP1A2,16,0.6484375,0.7604569042069043,0.5714285714285715,0.625,0.6666666666666666,0.5,0.75,4,6,2,4,2,0,1.0,0.6666666666666666,,1.0,0.5,,1,0,0,1
