,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_p53_BLA_p3_ratio,783,0.7230986497657756,0.13740151278890125,0.23999999999999996,0.5769840176357123,0.5,0.15789473684210525,0.9960732984293194,3,761,3,16,25,0,0,0,0.48,0.0,0,0.96,0,24,1,0
TOX21_p53_BLA_p3_ratio,783,0.7151763571231744,0.17907171096607016,0.20689655172413793,0.5743662165885919,0.3,0.15789473684210525,0.9908376963350786,3,757,7,16,25,0,0,0,0.48,0.0,0,0.96,0,24,1,0
