,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_Aromatase_Inhibition,763,0.773024759501656,0.2852063986866034,0.42857142857142855,0.6731193818009777,0.5454545454545454,0.35294117647058826,0.9932975871313673,6,741,5,11,49,0,0,0,0.5,0,0,1.0,0,49,0,0
