,Inside,AUC_ROC,AUC_PR,F1,B_A,Precision,Recall,Specificity,TP,TN,FP,FN,Outside,AUC_ROC_o,AUC_PR_o,F1_o,B_A_o,Precision_o,Recall_o,Specificity_o,TP_o,TN_o,FP_o,FN_o
TOX21_p53_BLA_p2_ratio,773,0.6503292806484295,0.13524598404998067,0.25641025641025644,0.6104040020263425,0.2777777777777778,0.23809523809523808,0.9827127659574468,5,739,13,16,35,0.9318181818181819,0.6214285714285714,0.6666666666666666,0.75,1.0,0.5,1.0,1,33,0,1
TOX21_p53_BLA_p2_ratio,773,0.6693579027355623,0.14596644770183398,0.25,0.6097391084093212,0.2631578947368421,0.23809523809523808,0.9813829787234043,5,738,14,16,35,0.9090909090909091,0.5982142857142857,0.6666666666666666,0.75,1.0,0.5,1.0,1,33,0,1
