,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.9404,0.6192,0.8002,0.6154,0.4,,0.4848,0.4862,0.979,8,786,12,5
0_1,0.8627,0.6107,0.8052,0.6154,0.6667,,0.64,0.6349,0.9889,8,794,4,5
0_2,0.852,0.6531,0.8264,0.6667,0.4211,,0.5161,0.5211,0.9815,8,787,11,4
0_3,0.8454,0.6843,0.8706,0.75,0.5625,,0.6429,0.6435,0.9877,9,791,7,3
0_4,0.8034,0.5957,0.768,0.5385,0.7778,,0.6364,0.6425,0.9901,7,795,2,6
0_5,0.8614,0.7452,0.8821,0.7692,0.7143,,0.7407,0.7369,0.9914,10,793,4,3
0_6,0.7584,0.3963,0.7264,0.4615,0.4615,,0.4615,0.4528,0.9827,6,790,7,7
0_7,0.7367,0.5174,0.7667,0.5385,0.6364,,0.5833,0.5792,0.9877,7,793,4,6
0_8,0.9263,0.6168,0.8039,0.6154,0.5714,,0.5926,0.5861,0.9864,8,791,6,5
0_9,0.8698,0.6647,0.8449,0.6923,0.8182,,0.75,0.749,0.9926,9,795,2,4
0_Mean,0.8457,0.6103,0.8094,0.6263,0.603,,0.6048,0.6032,0.9868,8.0,791.5,5.9,4.8
0_SD,0.0649,0.0962,0.0485,0.097,0.1458,,0.0981,0.0984,0.0044,1.1547005383792515,3.13581462037113,3.4464152068167553,1.3165611772087666
Mean,0.8456,0.6103,0.8094,0.6263,0.603,,0.6048,0.6032,0.9868,8.0,791.5,5.9,4.8
SD,0.0649,0.0962,0.0485,0.097,0.1458,,0.0981,0.0984,0.0044,1.1547,3.1358,3.4464,1.3166
