,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.952,0.0466,0.4993,0.0,0.0,,,-0.0019,0.9959,0,733,1,2
0_1,0.8988,0.5049,0.5,0.0,,,,0.0,0.9973,0,734,0,2
0_2,0.873,0.0091,0.4986,0.0,0.0,,,-0.0027,0.9946,0,732,2,2
0_3,0.9397,0.1333,0.7493,0.5,0.5,,0.5,0.4986,0.9973,1,733,1,1
0_4,0.6311,0.0044,0.498,0.0,0.0,,,-0.0033,0.9932,0,731,3,2
0_5,0.6625,0.0105,0.4973,0.0,0.0,,,-0.0039,0.9918,0,730,4,2
0_6,0.8924,0.0119,0.4986,0.0,0.0,,,-0.0027,0.9946,0,732,2,2
0_7,1.0,1.0,0.9993,1.0,0.5,,0.6667,0.7066,0.9986,1,733,1,0
0_8,0.9986,0.25,0.4993,0.0,0.0,,,-0.0014,0.9973,0,733,1,1
0_9,0.955,0.0128,0.4993,0.0,0.0,,,-0.0014,0.9973,0,733,1,1
0_Mean,0.8803,0.1984,0.5739,0.15,0.1111,,0.5833,0.1188,0.9958,0.2,732.4,1.6,1.5
0_SD,0.1302,0.3239,0.1689,0.3375,0.2205,,0.1179,0.2597,0.0022,0.42163702135578396,1.1737877907772674,1.1737877907772674,0.7071067811865476
Mean,0.8803,0.1983,0.5739,0.15,0.1111,,0.5834,0.1188,0.9958,0.2,732.4,1.6,1.5
SD,0.1302,0.3239,0.1689,0.3375,0.2205,,0.1179,0.2597,0.0022,0.4216,1.1738,1.1738,0.7071
