,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7924,0.242,0.6338,0.2778,0.3846,,0.3226,0.314,0.9741,5,785,8,13
0_1,0.8274,0.2822,0.6591,0.3333,0.3333,,0.3333,0.3182,0.9704,6,781,12,12
0_2,0.6531,0.1736,0.6332,0.2778,0.3571,,0.3125,0.3013,0.9729,5,784,9,13
0_3,0.8414,0.3502,0.6535,0.3158,0.4615,,0.375,0.3697,0.9753,6,785,7,13
0_4,0.9427,0.7233,0.8627,0.7368,0.6087,,0.6667,0.6611,0.9827,14,783,9,5
0_5,0.779,0.4129,0.7067,0.4211,0.5714,,0.4848,0.4802,0.979,8,786,6,11
0_6,0.8782,0.4938,0.7838,0.5789,0.55,,0.5641,0.5536,0.979,11,783,9,8
0_7,0.8291,0.3705,0.6862,0.3889,0.35,,0.3684,0.3538,0.9704,7,779,13,11
0_8,0.7271,0.2474,0.6073,0.2222,0.4,,0.2857,0.2865,0.9753,4,786,6,14
0_9,0.8334,0.5115,0.7203,0.4444,0.7273,,0.5517,0.5612,0.984,8,789,3,10
0_Mean,0.8104,0.3808,0.6947,0.3997,0.4744,,0.4265,0.42,0.9763,7.4,784.1,8.2,11.0
0_SD,0.0797,0.1629,0.0783,0.1567,0.1333,,0.1308,0.1333,0.0048,3.0623157540948935,2.8067379246694513,2.936362072739365,2.748737083745107
Mean,0.8104,0.3807,0.6947,0.3997,0.4744,,0.4265,0.42,0.9763,7.4,784.1,8.2,11.0
SD,0.0797,0.1629,0.0783,0.1567,0.1333,,0.1308,0.1333,0.0047,3.0623,2.8067,2.9364,2.7487
