,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7023,0.1983,0.5918,0.2245,0.2619,,0.2418,0.1973,0.9144,11,726,31,38
0_1,0.7712,0.2898,0.6211,0.2857,0.2979,,0.2917,0.2469,0.9156,14,724,33,35
0_2,0.8124,0.2877,0.6556,0.3469,0.3864,,0.3656,0.3274,0.9268,17,730,27,32
0_3,0.6932,0.1886,0.5898,0.2245,0.2444,,0.234,0.1869,0.9107,11,723,34,38
0_4,0.727,0.3271,0.602,0.2449,0.2791,,0.2609,0.2169,0.9156,12,726,31,37
0_5,0.6716,0.1736,0.6065,0.25,0.3,,0.2727,0.2321,0.9205,12,729,28,36
0_6,0.7522,0.1895,0.594,0.25,0.2034,,0.2243,0.1707,0.8969,12,710,47,36
0_7,0.7492,0.1795,0.6097,0.2708,0.25,,0.26,0.2113,0.9081,13,718,39,35
0_8,0.7311,0.2042,0.611,0.2708,0.26,,0.2653,0.2178,0.9106,13,720,37,35
0_9,0.7238,0.2132,0.5981,0.2292,0.3056,,0.2619,0.2247,0.923,11,732,25,37
0_Mean,0.7334,0.2252,0.6079,0.2597,0.2789,,0.2678,0.2232,0.9142,12.6,723.8,33.2,35.9
0_SD,0.0406,0.0549,0.0194,0.037,0.0488,,0.0395,0.0428,0.0084,1.837873166945363,6.511528238439883,6.511528238439883,1.7919573407620815
Mean,0.7334,0.2252,0.608,0.2597,0.2789,,0.2678,0.2232,0.9142,12.6,723.8,33.2,35.9
SD,0.0406,0.0549,0.0194,0.037,0.0488,,0.0395,0.0428,0.0084,1.8379,6.5115,6.5115,1.792
