,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.858,0.2995,0.6835,0.3939,0.3824,,0.3881,0.3618,0.9496,13,759,21,20
0_1,0.8711,0.3247,0.7112,0.4545,0.375,,0.411,0.3855,0.9471,15,755,25,18
0_2,0.7887,0.1546,0.6077,0.25,0.2286,,0.2388,0.2063,0.9372,8,753,27,24
0_3,0.8286,0.2809,0.6383,0.3125,0.2632,,0.2857,0.2548,0.9384,10,752,28,22
0_4,0.9104,0.2244,0.6434,0.3125,0.3333,,0.3226,0.2959,0.9483,10,760,20,22
0_5,0.856,0.2672,0.6845,0.4062,0.3095,,0.3514,0.3242,0.9409,13,751,29,19
0_6,0.7644,0.1711,0.6083,0.25,0.2353,,0.2424,0.2105,0.9384,8,754,26,24
0_7,0.8164,0.1862,0.6227,0.2812,0.2432,,0.2609,0.2289,0.9372,9,752,28,23
0_8,0.8393,0.231,0.6935,0.4242,0.3256,,0.3684,0.3412,0.9409,14,750,29,19
0_9,0.8486,0.232,0.6455,0.3333,0.25,,0.2857,0.2538,0.9323,11,746,33,22
0_Mean,0.8381,0.2372,0.6539,0.3419,0.2946,,0.3155,0.2863,0.941,11.1,753.2,26.6,21.3
0_SD,0.0416,0.0561,0.0369,0.0736,0.0581,,0.0619,0.0646,0.0056,2.5144029554194813,4.1311822359545785,3.8643671323171835,2.1628170930011112
Mean,0.8382,0.2372,0.6539,0.3418,0.2946,,0.3155,0.2863,0.941,11.1,753.2,26.6,21.3
SD,0.0416,0.0561,0.0369,0.0735,0.0581,,0.0619,0.0646,0.0056,2.5144,4.1312,3.8644,2.1628
