,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8217,0.1287,0.5263,0.0588,0.1667,,0.087,0.0878,0.9742,1,791,5,16
0_1,0.651,0.0355,0.4981,0.0,0.0,,,-0.0086,0.9766,0,793,3,16
0_2,0.5694,0.1751,0.5887,0.1875,0.2727,,0.2222,0.2133,0.9741,3,788,8,13
0_3,0.63,0.1089,0.5243,0.0625,0.0833,,0.0714,0.0561,0.968,1,785,11,15
0_4,0.6699,0.1838,0.59,0.1875,0.3333,,0.24,0.2389,0.9766,3,790,6,13
0_5,0.4788,0.0324,0.4937,0.0,0.0,,,-0.0158,0.968,0,786,10,16
0_6,0.651,0.0952,0.5244,0.0588,0.1111,,0.0769,0.0667,0.9704,1,787,8,16
0_7,0.6113,0.0839,0.5231,0.0588,0.0909,,0.0714,0.0573,0.968,1,785,10,16
0_8,0.6888,0.1934,0.6401,0.2941,0.3125,,0.303,0.2887,0.9717,5,784,11,12
0_9,0.6669,0.22,0.5794,0.1765,0.1765,,0.1765,0.1589,0.9655,3,781,14,14
0_Mean,0.6439,0.1257,0.5488,0.1085,0.1547,,0.1561,0.1143,0.9713,1.8,787.0,8.6,14.7
0_SD,0.0876,0.0659,0.0478,0.097,0.1203,,0.0917,0.1051,0.0039,1.6193277068654828,3.5901098714230026,3.272783388968954,1.567021236472421
Mean,0.6439,0.1257,0.5488,0.1084,0.1547,,0.1561,0.1143,0.9713,1.8,787.0,8.6,14.7
SD,0.0876,0.0659,0.0478,0.097,0.1203,,0.0917,0.1051,0.0039,1.6193,3.5901,3.2728,1.567
