,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8613,0.4884,0.7553,0.5294,0.375,,0.439,0.4316,0.9717,9,780,15,8
0_1,0.7606,0.2637,0.6139,0.2353,0.4,,0.2963,0.2956,0.9766,4,789,6,13
0_2,0.7323,0.2373,0.6126,0.2353,0.3333,,0.2759,0.2672,0.9741,4,787,8,13
0_3,0.7104,0.3285,0.6408,0.2941,0.3333,,0.3125,0.2993,0.9729,5,785,10,12
0_4,0.8118,0.4248,0.7277,0.4706,0.4,,0.4324,0.4207,0.9741,8,783,12,9
0_5,0.7833,0.1559,0.6481,0.3125,0.2778,,0.2941,0.2796,0.9704,5,782,13,11
0_6,0.7847,0.366,0.6702,0.3529,0.375,,0.3636,0.3506,0.9741,6,784,10,11
0_7,0.814,0.429,0.7284,0.4706,0.4211,,0.4444,0.4326,0.9753,8,783,11,9
0_8,0.7553,0.3452,0.7015,0.4118,0.5,,0.4516,0.4432,0.979,7,787,7,10
0_9,0.7886,0.4451,0.6721,0.3529,0.4615,,0.4,0.3925,0.9778,6,787,7,11
0_Mean,0.7802,0.3484,0.677,0.3665,0.3877,,0.371,0.3613,0.9746,6.2,784.7,9.9,10.7
0_SD,0.0435,0.1047,0.0498,0.1018,0.0648,,0.0708,0.0707,0.0027,1.7511900715418263,2.79085809185793,2.923088169119167,1.7029386365926402
Mean,0.7802,0.3484,0.6771,0.3665,0.3877,,0.371,0.3613,0.9746,6.2,784.7,9.9,10.7
SD,0.0434,0.1047,0.0498,0.1018,0.0648,,0.0708,0.0707,0.0027,1.7512,2.7909,2.9231,1.7029
