,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.6875,0.623,0.655,0.56,0.6364,,0.5957,0.316,0.6667,14,24,8,11
0_1,0.7381,0.7152,0.7125,0.8,0.625,,0.7018,0.425,0.7018,20,20,12,5
0_2,0.67,0.6332,0.6088,0.28,0.7778,,0.4118,0.296,0.6491,7,30,2,18
0_3,0.7581,0.739,0.6506,0.52,0.65,,0.5778,0.3132,0.6667,13,25,7,12
0_4,0.7356,0.7656,0.6662,0.52,0.6842,,0.5909,0.35,0.6842,13,26,6,12
0_5,0.7781,0.7285,0.6594,0.6,0.625,,0.6122,0.3204,0.6667,15,23,9,10
0_6,0.7506,0.7593,0.6375,0.4,0.7143,,0.5128,0.317,0.6667,10,28,4,15
0_7,0.7702,0.713,0.651,0.5833,0.6087,,0.5957,0.3039,0.6607,14,23,9,10
0_8,0.6895,0.6493,0.6198,0.4583,0.6111,,0.5238,0.2539,0.6429,11,25,7,13
0_9,0.8906,0.8893,0.7917,0.7083,0.8095,,0.7556,0.5963,0.8036,17,28,4,7
0_Mean,0.7468,0.7216,0.6653,0.543,0.6742,,0.5878,0.3492,0.6809,13.4,25.2,6.8,11.3
0_SD,0.0626,0.078,0.0525,0.1477,0.0714,,0.0958,0.0972,0.0462,3.6270588023294517,2.9363620727393656,2.9363620727393656,3.7133393177689658
Mean,0.7468,0.7215,0.6652,0.543,0.6742,,0.5878,0.3492,0.6809,13.4,25.2,6.8,11.3
SD,0.0626,0.078,0.0525,0.1477,0.0714,,0.0958,0.0972,0.0462,3.6271,2.9364,2.9364,3.7133
