,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.4777,0.019,0.6195,0.25,0.1111,,0.1538,0.1599,0.985,1,722,8,3
0_1,0.6849,0.0091,0.4966,0.0,0.0,,,-0.0061,0.9877,0,725,5,4
0_2,0.7667,0.4241,0.8292,0.6667,0.25,,0.3636,0.4046,0.9905,2,724,6,1
0_3,0.7247,0.0122,0.4959,0.0,0.0,,,-0.0058,0.9877,0,724,6,3
0_4,0.7658,0.076,0.4986,0.0,0.0,,,-0.0034,0.9932,0,728,2,3
0_5,0.6381,0.0059,0.4932,0.0,0.0,,,-0.0075,0.9823,0,720,10,3
0_6,0.6966,0.0605,0.6632,0.3333,0.1667,,0.2222,0.2313,0.9905,1,725,5,2
0_7,0.7251,0.0396,0.4979,0.0,0.0,,,-0.0041,0.9918,0,727,3,3
0_8,0.9941,0.2458,0.8299,0.6667,0.2857,,0.4,0.4331,0.9918,2,725,5,1
0_9,0.4566,0.0033,0.4959,0.0,0.0,,,-0.0058,0.9877,0,724,6,3
0_Mean,0.693,0.0895,0.592,0.1917,0.0813,,0.2849,0.1196,0.9888,0.6,724.4,5.6,2.6
0_SD,0.1523,0.1381,0.1389,0.2779,0.1145,,0.1163,0.1787,0.0034,0.8432740427115678,2.270584848790187,2.2705848487901865,0.9660917830792959
Mean,0.693,0.0895,0.592,0.1917,0.0813,,0.2849,0.1196,0.9888,0.6,724.4,5.6,2.6
SD,0.1523,0.1381,0.1389,0.2779,0.1145,,0.1163,0.1787,0.0034,0.8433,2.2706,2.2706,0.9661
