,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8097,0.1223,0.5475,0.1,0.2,,0.1333,0.134,0.984,1,798,4,9
0_1,0.7545,0.0979,0.5975,0.2,0.3333,,0.25,0.2511,0.9852,2,798,4,8
0_2,0.8763,0.2649,0.5963,0.2,0.25,,0.2222,0.215,0.9828,2,796,6,8
0_3,0.7215,0.0414,0.4963,0.0,0.0,,,-0.0096,0.9803,0,796,6,10
0_4,0.7769,0.2263,0.5455,0.0909,1.0,,0.1667,0.2996,0.9877,1,801,0,10
0_5,0.8418,0.1126,0.5411,0.0909,0.125,,0.1053,0.0962,0.9791,1,794,7,10
0_6,0.7583,0.2827,0.5903,0.1818,0.6667,,0.2857,0.3441,0.9877,2,800,1,9
0_7,0.8371,0.1036,0.5872,0.1818,0.25,,0.2105,0.204,0.9815,2,795,6,9
0_8,0.8613,0.3168,0.6351,0.2727,0.6,,0.375,0.3993,0.9877,3,799,2,8
0_9,0.8506,0.1364,0.5994,0.2,0.6667,,0.3077,0.3613,0.9889,2,800,1,8
0_Mean,0.8088,0.1705,0.5736,0.1518,0.4092,,0.2285,0.2295,0.9845,1.6,797.7,3.7,8.9
0_SD,0.0528,0.0939,0.0401,0.0793,0.3103,,0.0865,0.129,0.0035,0.8432740427115679,2.359378449224852,2.5407785333546005,0.8755950357709131
Mean,0.8088,0.1705,0.5736,0.1518,0.4092,,0.2285,0.2295,0.9845,1.6,797.7,3.7,8.9
SD,0.0528,0.0938,0.0401,0.0793,0.3103,,0.0865,0.1289,0.0035,0.8433,2.3594,2.5408,0.8756
