,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.8232,0.3009,0.64,0.2857,0.6,,0.3871,0.4028,0.9741,6,708,4,15
0_1,0.7625,0.0797,0.5597,0.1364,0.2,,0.1622,0.144,0.9577,3,699,12,19
0_2,0.8295,0.1871,0.5832,0.1818,0.2667,,0.2162,0.2005,0.9604,4,700,11,18
0_3,0.8485,0.2346,0.6272,0.2727,0.3158,,0.2927,0.2732,0.9604,6,698,13,16
0_4,0.8455,0.1462,0.5602,0.1429,0.1579,,0.15,0.1264,0.9536,3,695,16,18
0_5,0.8139,0.3125,0.6632,0.3333,0.5833,,0.4242,0.4289,0.974,7,706,5,14
0_6,0.8164,0.1965,0.5903,0.1905,0.3636,,0.25,0.2478,0.9672,4,704,7,17
0_7,0.806,0.1553,0.6113,0.2381,0.3125,,0.2703,0.2542,0.9631,5,700,11,16
0_8,0.7938,0.1733,0.6113,0.2381,0.3125,,0.2703,0.2542,0.9631,5,700,11,16
0_9,0.7559,0.1214,0.5609,0.1429,0.1667,,0.1538,0.1312,0.9549,3,696,15,18
0_Mean,0.8095,0.1908,0.6007,0.2162,0.3279,,0.2577,0.2463,0.9629,4.6,700.6,10.5,16.7
0_SD,0.0313,0.0742,0.0361,0.0681,0.155,,0.0939,0.1048,0.0071,1.429840705968481,4.195235392680606,4.006938426723769,1.5670212364724212
Mean,0.8095,0.1908,0.6007,0.2162,0.3279,,0.2577,0.2463,0.9629,4.6,700.6,10.5,16.7
SD,0.0313,0.0742,0.0361,0.068,0.155,,0.0939,0.1048,0.0071,1.4298,4.1952,4.0069,1.567
