,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.7553,0.3592,0.6243,0.25,0.5,,0.3333,0.3511,0.9946,1,729,1,3
0_1,0.9326,0.0935,0.4993,0.0,0.0,,,-0.0024,0.9945,0,729,1,3
0_2,0.4742,0.0035,0.4979,0.0,0.0,,,-0.0041,0.9918,0,727,3,3
0_3,0.7199,0.0616,0.6646,0.3333,0.25,,0.2857,0.2853,0.9932,1,727,3,2
0_4,0.9826,0.1826,0.666,0.3333,0.5,,0.4,0.4063,0.9959,1,729,1,2
0_5,0.939,0.0334,0.4966,0.0,0.0,,,-0.0053,0.9891,0,725,5,3
0_6,0.7701,0.4241,0.6653,0.3333,0.3333,,0.3333,0.3306,0.9945,1,728,2,2
0_7,0.6735,0.0597,0.6653,0.3333,0.3333,,0.3333,0.3306,0.9945,1,728,2,2
0_8,0.7708,0.0688,0.4979,0.0,0.0,,,-0.0041,0.9918,0,727,3,3
0_9,0.9525,0.3969,0.832,0.6667,0.5,,0.5714,0.5754,0.9959,2,728,2,1
0_Mean,0.7971,0.1683,0.6109,0.225,0.2417,,0.3762,0.2263,0.9936,0.7,727.7,2.3,2.4
0_SD,0.1584,0.1627,0.1115,0.2224,0.2238,,0.1024,0.2127,0.0021,0.6749485577105528,1.2516655570345725,1.2516655570345725,0.6992058987801011
Mean,0.797,0.1683,0.6109,0.225,0.2417,,0.3762,0.2263,0.9936,0.7,727.7,2.3,2.4
SD,0.1584,0.1627,0.1115,0.2224,0.2238,,0.1024,0.2127,0.0021,0.6749,1.2517,1.2517,0.6992
