,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.728,0.3031,0.6679,0.3659,0.3947,,0.3797,0.3482,0.9394,15,744,23,26
0_1,0.7249,0.1707,0.5922,0.2195,0.25,,0.2338,0.1961,0.927,9,740,27,32
0_2,0.7732,0.3131,0.7081,0.45,0.4091,,0.4286,0.3978,0.9405,18,741,26,22
0_3,0.7191,0.273,0.5982,0.225,0.2903,,0.2535,0.2217,0.9343,9,745,22,31
0_4,0.7579,0.248,0.6496,0.35,0.2642,,0.3011,0.2621,0.9195,14,728,39,26
0_5,0.7616,0.2258,0.6548,0.35,0.3111,,0.3294,0.2928,0.9294,14,736,31,26
0_6,0.8249,0.3696,0.6423,0.325,0.2955,,0.3095,0.272,0.9281,13,736,31,27
0_7,0.7309,0.2774,0.6844,0.4,0.4,,0.4,0.3687,0.9405,16,743,24,24
0_8,0.8035,0.3855,0.71,0.45,0.439,,0.4444,0.4151,0.9442,18,744,23,22
0_9,0.7496,0.2766,0.6557,0.3415,0.3784,,0.359,0.327,0.938,14,743,23,27
0_Mean,0.7574,0.2843,0.6563,0.3477,0.3432,,0.3439,0.3102,0.9341,14.0,740.0,26.9,26.3
0_SD,0.0351,0.0638,0.0398,0.0789,0.0681,,0.0711,0.0736,0.0078,3.1269438398822866,5.291502622129181,5.363456596884761,3.3015148038438356
Mean,0.7574,0.2843,0.6563,0.3477,0.3432,,0.3439,0.3102,0.9341,14.0,740.0,26.9,26.3
SD,0.0351,0.0638,0.0397,0.0789,0.068,,0.0711,0.0736,0.0078,3.1269,5.2915,5.3635,3.3015
