,AUC,AUC_PR,B_A,Recall,Precision,Specificity,F1,MCC,Accuracy,TP,TN,FP,FN
0_0,0.75,0.8215,0.5833,1.0,0.6154,,0.7619,0.3203,0.6429,8,1,5,0
0_1,0.9167,0.9375,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_2,0.6875,0.8353,0.3958,0.625,0.5,,0.5556,-0.2282,0.4286,5,1,5,3
0_3,0.8333,0.8909,0.7292,0.625,0.8333,,0.7143,0.4583,0.7143,5,5,1,3
0_4,0.7917,0.8814,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_5,0.7917,0.8253,0.7708,0.875,0.7778,,0.8235,0.5594,0.7857,7,4,2,1
0_6,0.5625,0.5899,0.375,0.75,0.5,,0.6,-0.3536,0.4286,6,0,6,2
0_7,0.7917,0.8137,0.6875,0.875,0.7,,0.7778,0.4108,0.7143,7,3,3,1
0_8,0.5889,0.8075,0.5778,0.5556,0.7143,,0.625,0.1491,0.5714,5,3,2,4
0_9,0.8,0.882,0.6,1.0,0.6667,,0.8,0.3651,0.6923,8,1,4,0
0_Mean,0.7514,0.8285,0.6261,0.8056,0.6863,,0.7305,0.28,0.6549,6.5,2.6,3.2,1.6
0_SD,0.1093,0.0938,0.1484,0.1584,0.1167,,0.1017,0.3281,0.1372,1.1785113019775793,1.7126976771553504,1.6865480854231356,1.3498971154211057
Mean,0.7514,0.8285,0.6261,0.8056,0.6863,,0.7305,0.28,0.655,6.5,2.6,3.2,1.6
SD,0.1093,0.0938,0.1484,0.1583,0.1167,,0.1017,0.3281,0.1372,1.1785,1.7127,1.6865,1.3499
