TOX21_p53_BLA_p2_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.6628332276284132,0.1468424732636496,0.1571164025397435,0.182719872477937
valid_tuned,0.6628332276284132,0.1468424732636496,0.1571164025397435,0.182719872477937
test_base,0.6584602603157019,0.14917170456715667,0.2608695652173913,0.28571428571428575
test_tuned,0.6584602603157019,0.14917170456715667,0.2608695652173913,0.28571428571428575
