TOX21_TR_LUC_GH3_Antagonist,AUC,AUC_PR,Recall,F1
valid_base,0.7312575928669968,0.20368274523301982,0.2286804538563602,0.25002361581242066
valid_tuned,0.7312575928669968,0.20368274523301982,0.2286804538563602,0.25002361581242066
test_base,0.7694469091984619,0.21274131009679803,0.2857142857142857,0.27999999999999997
test_tuned,0.7694469091984619,0.21274131009679803,0.2857142857142857,0.27999999999999997
