TOX21_PPARg_BLA_Agonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.870908668361451,0.2714592185493302,0.19369174942704354,0.259796614297893
valid_tuned,0.870908668361451,0.2714592185493302,0.19369174942704354,0.259796614297893
test_base,0.8613097264782659,0.32834931437449494,0.18181818181818182,0.28571428571428575
test_tuned,0.8613097264782659,0.32834931437449494,0.18181818181818182,0.28571428571428575
