TOX21_Aromatase_Inhibition,AUC,AUC_PR,Recall,F1
valid_base,0.7251380427260642,0.18480687869194412,0.19571421225832988,0.22615744311968572
valid_tuned,0.7253744450080368,0.18561239517786793,0.2296565199506376,0.26129447265449385
test_base,0.7819459859415465,0.33026423413332756,0.35294117647058826,0.41379310344827586
test_tuned,0.7786163522012579,0.28346356629334635,0.35294117647058826,0.42857142857142855
