TOX21_ARE_BLA_agonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.7023394273697257,0.23302773286261078,0.2840546400056955,0.26482033197801497
valid_tuned,0.70622381189594,0.2335220304039939,0.31718014093050273,0.2771212220294924
test_base,0.7074912891986063,0.21156805043513055,0.2571428571428571,0.2535211267605634
test_tuned,0.7124455574912892,0.20532998869029728,0.2571428571428571,0.24
