NVS_ADME_hCYP1A2,AUC,AUC_PR,Recall,F1
valid_base,0.6165582334332335,0.714538235792263,0.7609240759240758,0.6854189210529228
valid_tuned,0.6165582334332335,0.714538235792263,0.7609240759240758,0.6854189210529228
test_base,0.6375,0.7836075689016866,0.5,0.588235294117647
test_tuned,0.6375,0.7836075689016866,0.5,0.588235294117647
