TOX21_PPARd_BLA_antagonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.6549136162835888,0.0781480894875689,0.11904761904761904,0.14350649350649353
valid_tuned,0.6762575795358223,0.0879651543599685,0.11904761904761904,0.14047619047619048
test_base,0.7252926997245179,0.12521173155948206,0.25,0.3076923076923077
test_tuned,0.8360020661157025,0.12246556721499567,0.125,0.18181818181818182
