TOX21_TR_LUC_GH3_Agonist,AUC,AUC_PR,Recall,F1
valid_base,0.5156735466029094,0.19535985126998512,0.18880952380952382,0.24380952380952384
valid_tuned,0.5156735466029094,0.19535985126998512,0.18880952380952382,0.24380952380952384
test_base,0.7877106452938758,0.07395657381355321,0.3333333333333333,0.3333333333333333
test_tuned,0.7877106452938758,0.07395657381355321,0.3333333333333333,0.3333333333333333
