TOX21_GR_BLA_Antagonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.8100597839964563,0.41179581306562796,0.375309239779828,0.4305241169145907
valid_tuned,0.8301545985577439,0.4083765361258691,0.37664613817555,0.4254453811653406
test_base,0.7867451310074262,0.3931505361057439,0.3888888888888889,0.42424242424242425
test_tuned,0.8107047779178927,0.38564558257835063,0.3888888888888889,0.43750000000000006
