TOX21_FXR_BLA_agonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.72250942806586,0.10778712433075774,0.0,0.0
valid_tuned,0.6885904936754802,0.056939471732442425,0.2,0.11666666666666665
test_base,0.9550408719346049,0.022727272727272728,0.0,0.0
test_tuned,0.9713896457765667,0.04238866396761134,0.0,0.0
