TOX21_VDR_BLA_agonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.6238692457624787,0.021506402204605667,0.0,0.0
valid_tuned,0.6238692457624787,0.021506402204605667,0.0,0.0
test_base,0.6512261580381471,0.0048460144927536235,0.0,0.0
test_tuned,0.6512261580381471,0.0048460144927536235,0.0,0.0
