TOX21_FXR_BLA_antagonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.7240760045082368,0.16536982038670406,0.14244652406417113,0.16617462070093647
valid_tuned,0.7240760045082368,0.16536982038670406,0.14244652406417113,0.16617462070093647
test_base,0.6311213058785874,0.07391147048827473,0.0,0.0
test_tuned,0.6311213058785874,0.07391147048827473,0.0,0.0
