TOX21_VDR_BLA_antagonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.7864169032705093,0.12138697292149755,0.11666666666666665,0.08888888888888888
valid_tuned,0.859417549225969,0.16036130289369596,0.11666666666666665,0.08444444444444445
test_base,0.9399727148703957,0.07485257059725145,0.0,0.0
test_tuned,0.9022282855843565,0.06922366908072936,0.0,0.0
