TOX21_AhR_LUC_Agonist,AUC,AUC_PR,Recall,F1
valid_base,0.8333044696309224,0.2286867980561751,0.29613478930592196,0.26076595744441405
valid_tuned,0.8333044696309224,0.2286867980561751,0.29613478930592196,0.26076595744441405
test_base,0.8063465250965252,0.19134400987649947,0.25,0.21333333333333332
test_tuned,0.8063465250965252,0.19134400987649947,0.25,0.21333333333333332
