TOX21_AR_LUC_MDAKB2_Agonist,AUC,AUC_PR,Recall,F1
valid_base,0.799131552193822,0.5232656396368395,0.4913025210084033,0.5445091344711613
valid_tuned,0.7975022917718215,0.5287998390003049,0.47896918767507,0.5666424935435824
test_base,0.8408808933002481,0.7045700159654158,0.6451612903225806,0.6557377049180327
test_tuned,0.8600909842845327,0.7059912582656754,0.6451612903225806,0.689655172413793
