TOX21_GR_BLA_Agonist_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.839942096829674,0.5859027480732181,0.5992020479520479,0.6100985707726075
valid_tuned,0.8567928764681305,0.581542926058351,0.5942020479520479,0.6288886886217943
test_base,0.9771544245228456,0.8135491860603237,0.8461538461538461,0.8461538461538461
test_tuned,0.9729130518604203,0.8359486347717644,0.8461538461538461,0.8461538461538461
