TOX21_p53_BLA_p3_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.6750191397560736,0.11633073208389724,0.13505687295160979,0.1672117917596621
valid_tuned,0.6872245612468335,0.12524832126080954,0.13672353961827646,0.16300825632404578
test_base,0.7256687345740778,0.13526504116387286,0.15789473684210525,0.23076923076923078
test_tuned,0.7171636315122407,0.17604773602312143,0.15789473684210525,0.19999999999999998
