TOX21_p53_BLA_p1_ratio,AUC,AUC_PR,Recall,F1
valid_base,0.7787985485669083,0.15650866904652172,0.18406565656565657,0.2120909645909646
valid_tuned,0.8161478725880041,0.18200607618338568,0.18974747474747475,0.21456147911256268
test_base,0.9100556123028033,0.33306838780331866,0.2727272727272727,0.39999999999999997
test_tuned,0.9159573260696856,0.34191431503319486,0.2727272727272727,0.39999999999999997
