,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8078,0.6758,0.3939,0.2826,0.3291,0.3003,0.9348
0_1,0.8338,0.7648,0.5758,0.3455,0.4318,0.4161,0.9385
0_2,0.7517,0.6548,0.375,0.1905,0.2526,0.2252,0.9126
0_3,0.8051,0.6899,0.4375,0.2373,0.3077,0.2847,0.9224
0_4,0.8771,0.6013,0.25,0.1778,0.2078,0.1723,0.9249
0_5,0.8021,0.6925,0.4375,0.2545,0.3218,0.298,0.9273
0_6,0.8423,0.6599,0.375,0.2182,0.2759,0.2477,0.9224
0_7,0.8267,0.6599,0.375,0.2182,0.2759,0.2477,0.9224
0_8,0.8478,0.7232,0.4848,0.3478,0.4051,0.3812,0.9421
0_9,0.852,0.7016,0.4545,0.2727,0.3409,0.3168,0.9286
0_Mean,0.8246,0.6824,0.4159,0.2545,0.3149,0.289,0.9276
0_SD,0.0348,0.0439,0.0855,0.0587,0.0676,0.0721,0.0088
Mean,0.8246,0.6824,0.4159,0.2545,0.3149,0.289,0.9276
SD,0.0349,0.0439,0.0855,0.0587,0.0676,0.0721,0.0088
