,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.6509,0.5744,0.1667,0.2222,0.1905,0.1712,0.958
0_1,0.6874,0.6164,0.2609,0.2143,0.2353,0.2117,0.9518
0_2,0.6244,0.5198,0.0435,0.25,0.0741,0.094,0.9691
0_3,0.6528,0.5601,0.1304,0.2727,0.1765,0.1726,0.9654
0_4,0.6932,0.5812,0.1739,0.3077,0.2222,0.2147,0.9654
0_5,0.5976,0.5582,0.1304,0.2143,0.1622,0.1484,0.9617
0_6,0.6153,0.5346,0.087,0.125,0.1026,0.0825,0.9567
0_7,0.629,0.6234,0.2609,0.3529,0.3,0.2861,0.9654
0_8,0.6326,0.5972,0.2083,0.3125,0.25,0.2368,0.9629
0_9,0.6379,0.5959,0.2083,0.2778,0.2381,0.2206,0.9604
0_Mean,0.6421,0.5761,0.167,0.2549,0.1951,0.1839,0.9617
0_SD,0.0301,0.0337,0.071,0.0648,0.069,0.0634,0.0051
Mean,0.6421,0.5761,0.167,0.2549,0.1952,0.1839,0.9617
SD,0.0301,0.0337,0.071,0.0648,0.069,0.0634,0.0051
