,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7125,0.7559,0.5294,0.3913,0.45,0.4417,0.9729
0_1,0.682,0.6408,0.2941,0.3333,0.3125,0.2993,0.9729
0_2,0.641,0.6414,0.2941,0.3571,0.3226,0.311,0.9741
0_3,0.8243,0.729,0.4706,0.4444,0.4571,0.4454,0.9766
0_4,0.8908,0.7315,0.4706,0.5714,0.5161,0.5093,0.9815
0_5,0.7656,0.7118,0.4375,0.3889,0.4118,0.3999,0.9753
0_6,0.8144,0.6408,0.2941,0.3333,0.3125,0.2993,0.9729
0_7,0.7519,0.7296,0.4706,0.4706,0.4706,0.4593,0.9778
0_8,0.8467,0.7309,0.4706,0.5333,0.5,0.491,0.9803
0_9,0.7606,0.6721,0.3529,0.4615,0.4,0.3925,0.9778
0_Mean,0.769,0.6984,0.4085,0.4285,0.4153,0.4049,0.9762
0_SD,0.0771,0.0449,0.0902,0.0821,0.077,0.0785,0.0031
Mean,0.769,0.6984,0.4085,0.4285,0.4153,0.4049,0.9762
SD,0.0771,0.0449,0.0902,0.0821,0.077,0.0786,0.0031
