,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.9115,0.8052,0.6154,0.6667,0.64,0.6349,0.9889
0_1,0.9228,0.8046,0.6154,0.6154,0.6154,0.6091,0.9877
0_2,0.8681,0.7885,0.5833,0.5833,0.5833,0.5771,0.9877
0_3,0.8997,0.8719,0.75,0.6429,0.6923,0.6894,0.9901
0_4,0.7695,0.8071,0.6154,0.8889,0.7273,0.7362,0.9926
0_5,0.9044,0.8821,0.7692,0.7143,0.7407,0.7369,0.9914
0_6,0.7873,0.7655,0.5385,0.5385,0.5385,0.5309,0.9852
0_7,0.7362,0.7276,0.4615,0.5455,0.5,0.4943,0.9852
0_8,0.9017,0.7661,0.5385,0.5833,0.56,0.5536,0.9864
0_9,0.8341,0.8058,0.6154,0.7273,0.6667,0.6641,0.9901
0_Mean,0.8535,0.8024,0.6103,0.6506,0.6264,0.6227,0.9885
0_SD,0.0675,0.0468,0.0931,0.1059,0.0813,0.0845,0.0025
Mean,0.8535,0.8024,0.6103,0.6506,0.6264,0.6227,0.9885
SD,0.0675,0.0468,0.0931,0.1059,0.0813,0.0845,0.0025
