,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8121,0.6155,0.2381,0.5,0.3226,0.3323,0.9714
0_1,0.6763,0.5349,0.0909,0.1176,0.1026,0.0791,0.9523
0_2,0.7866,0.5604,0.1364,0.2143,0.1667,0.1507,0.9591
0_3,0.821,0.6734,0.3636,0.4,0.381,0.3632,0.9645
0_4,0.7867,0.5588,0.1429,0.1429,0.1429,0.1175,0.9508
0_5,0.8001,0.5889,0.1905,0.3077,0.2353,0.2247,0.9645
0_6,0.7597,0.6127,0.2381,0.3571,0.2857,0.2748,0.9658
0_7,0.7585,0.6309,0.2857,0.2609,0.2727,0.2505,0.9563
0_8,0.7778,0.6085,0.2381,0.25,0.2439,0.2222,0.9577
0_9,0.7982,0.5364,0.0952,0.1111,0.1026,0.0784,0.9522
0_Mean,0.7777,0.592,0.2019,0.2662,0.2256,0.2093,0.9594
0_SD,0.041,0.0445,0.0874,0.1277,0.0945,0.1006,0.0069
Mean,0.7777,0.592,0.202,0.2662,0.2256,0.2093,0.9595
SD,0.041,0.0445,0.0874,0.1277,0.0945,0.1006,0.0069
