,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8584,0.6339,0.2727,0.4286,0.3333,0.3348,0.9852
0_1,0.7801,0.7677,0.5455,0.4286,0.48,0.4755,0.984
0_2,0.7771,0.5841,0.1818,0.1538,0.1667,0.1548,0.9754
0_3,0.8512,0.6308,0.2727,0.25,0.2609,0.2505,0.9791
0_4,0.8509,0.5463,0.1,0.1429,0.1176,0.1104,0.9815
0_5,0.9075,0.6469,0.3,0.375,0.3333,0.328,0.9852
0_6,0.652,0.5975,0.2,0.3333,0.25,0.2511,0.9852
0_7,0.8597,0.6925,0.4,0.25,0.3077,0.3055,0.9778
0_8,0.8971,0.5969,0.2,0.2857,0.2353,0.2312,0.984
0_9,0.7001,0.543,0.0909,0.2,0.125,0.127,0.9828
0_Mean,0.8134,0.6239,0.2564,0.2848,0.261,0.2569,0.982
0_SD,0.0844,0.068,0.1376,0.1047,0.1102,0.111,0.0035
Mean,0.8134,0.624,0.2564,0.2848,0.261,0.2569,0.982
SD,0.0844,0.068,0.1376,0.1048,0.1102,0.1109,0.0035
