,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7224,0.6351,0.2778,0.4545,0.3448,0.3441,0.9766
0_1,0.762,0.6844,0.3889,0.3043,0.3415,0.3272,0.9667
0_2,0.6374,0.6338,0.2778,0.3846,0.3226,0.314,0.9741
0_3,0.8074,0.6522,0.3158,0.4,0.3529,0.3418,0.9729
0_4,0.9778,0.8107,0.6316,0.6,0.6154,0.6061,0.9815
0_5,0.7961,0.7055,0.4211,0.5,0.4571,0.447,0.9766
0_6,0.8172,0.7838,0.5789,0.55,0.5641,0.5536,0.979
0_7,0.8337,0.7146,0.4444,0.4,0.4211,0.4078,0.9728
0_8,0.6454,0.577,0.1667,0.2308,0.1935,0.1807,0.9691
0_9,0.8243,0.7771,0.5556,0.9091,0.6897,0.7059,0.9889
0_Mean,0.7824,0.6974,0.4058,0.4733,0.4303,0.4228,0.9758
0_SD,0.0991,0.0758,0.1504,0.1882,0.1524,0.1578,0.0063
Mean,0.7824,0.6974,0.4059,0.4733,0.4303,0.4228,0.9758
SD,0.0991,0.0758,0.1503,0.1882,0.1524,0.1578,0.0064
