,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7644,0.7343,0.48,0.5714,0.5217,0.5099,0.9728
0_1,0.8366,0.8343,0.68,0.6538,0.6667,0.6559,0.979
0_2,0.771,0.7911,0.6,0.5172,0.5556,0.5419,0.9703
0_3,0.7668,0.6962,0.4,0.625,0.4878,0.4876,0.974
0_4,0.8872,0.7736,0.56,0.5833,0.5714,0.5582,0.974
0_5,0.8077,0.7174,0.44,0.7333,0.55,0.5579,0.9777
0_6,0.7806,0.6949,0.4,0.5556,0.4651,0.4573,0.9715
0_7,0.8123,0.8111,0.64,0.5333,0.5818,0.5697,0.9715
0_8,0.7813,0.7774,0.56,0.7778,0.6512,0.651,0.9814
0_9,0.8415,0.8385,0.6923,0.6,0.6429,0.6318,0.9752
0_Mean,0.8049,0.7669,0.5452,0.6151,0.5694,0.5621,0.9748
0_SD,0.0402,0.0538,0.1104,0.085,0.0684,0.0678,0.0036
Mean,0.8049,0.7669,0.5452,0.6151,0.5694,0.5621,0.9747
SD,0.0402,0.0538,0.1104,0.085,0.0684,0.0678,0.0036
