,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.7394,0.6438,0.6,0.6,0.6,0.2875,0.6491
0_1,0.6975,0.6125,0.6,0.5556,0.5769,0.2236,0.614
0_2,0.7156,0.6262,0.44,0.6471,0.5238,0.2739,0.6491
0_3,0.7588,0.6862,0.56,0.7,0.6222,0.3873,0.7018
0_4,0.7456,0.675,0.6,0.6522,0.625,0.354,0.6842
0_5,0.785,0.7038,0.72,0.6429,0.6792,0.4045,0.7018
0_6,0.8062,0.7106,0.64,0.6957,0.6667,0.4261,0.7193
0_7,0.7747,0.7135,0.5833,0.7368,0.6512,0.4464,0.7321
0_8,0.7266,0.6562,0.625,0.6,0.6122,0.3111,0.6607
0_9,0.8646,0.8229,0.8333,0.7692,0.8,0.6408,0.8214
0_Mean,0.7614,0.6851,0.6202,0.6599,0.6357,0.3755,0.6934
0_SD,0.0489,0.0598,0.1025,0.0661,0.0732,0.1177,0.0578
Mean,0.7614,0.6851,0.6202,0.6599,0.6357,0.3755,0.6933
SD,0.0489,0.0598,0.1025,0.0661,0.0732,0.1177,0.0578
