,AUC,B_A,Recall,Precision,F1,MCC,Accuracy
0_0,0.8993,0.6243,0.25,0.5,0.3333,0.3511,0.9946
0_1,0.8023,0.6653,0.3333,0.3333,0.3333,0.3306,0.9945
0_2,0.5379,0.4979,0.0,0.0,,-0.0041,0.9918
0_3,0.5658,0.6639,0.3333,0.2,0.25,0.2543,0.9918
0_4,0.9854,0.4986,0.0,0.0,,-0.0034,0.9932
0_5,0.8758,0.4952,0.0,0.0,,-0.0063,0.9864
0_6,0.8361,0.6646,0.3333,0.25,0.2857,0.2853,0.9932
0_7,0.8539,0.4986,0.0,0.0,,-0.0034,0.9932
0_8,0.8758,0.4986,0.0,0.0,,-0.0034,0.9932
0_9,0.9801,0.8306,0.6667,0.3333,0.4444,0.4685,0.9932
0_Mean,0.8212,0.5938,0.1917,0.1617,0.3294,0.1669,0.9925
0_SD,0.1533,0.1146,0.2292,0.1866,0.0733,0.1884,0.0023
Mean,0.8212,0.5938,0.1917,0.1617,0.3293,0.1669,0.9925
SD,0.1533,0.1146,0.2292,0.1866,0.0733,0.1884,0.0023
